"Местное время в Светлом";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.07.2019 08:00";"17.0";"729.0";"";"";"87";"Ветер, дующий с юго-запада";"2";"";"";"";"Туман или ледяной туман. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.07.2019 05:00";"14.0";"729.0";"";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02.07.2019 02:00";"14.0";"729.0";"";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 23:00";"16.0";"729.0";"";"";"97";"Ветер, дующий с запада";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 20:00";"21.0";"729.0";"";"";"72";"Ветер, дующий с юго-запада";"1";"";"";"";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 17:00";"25.0";"728.0";"";"";"50";"Ветер, дующий с юго-запада";"3";"";"";"";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 14:00";"30.0";"728.0";"";"";"42";"Ветер, дующий с юго-востока";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 11:00";"26.0";"729.0";"";"";"48";"Ветер, дующий с юго-востока";"1";"";"";"";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 08:00";"20.0";"729.0";"";"";"66";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 05:00";"13.0";"730.0";"";"";"97";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01.07.2019 02:00";"16.0";"730.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 23:00";"19.0";"729.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 20:00";"30.0";"729.0";"";"";"32";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 17:00";"31.0";"729.0";"";"";"28";"Ветер, дующий с севера";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 14:00";"29.0";"729.0";"";"";"31";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 11:00";"27.0";"730.0";"";"";"48";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 08:00";"18.0";"731.0";"";"";"30";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 05:00";"11.0";"731.0";"";"";"91";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.06.2019 02:00";"12.0";"731.0";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 23:00";"15.0";"730.0";"";"";"88";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 20:00";"24.0";"729.0";"";"";"48";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 17:00";"27.0";"729.0";"";"";"35";"Ветер, дующий с северо-востока";"5";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 14:00";"27.0";"729.0";"";"";"43";"Ветер, дующий с юго-востока";"3";"";"";"";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 11:00";"23.0";"730.0";"";"";"60";"Ветер, дующий с северо-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 08:00";"16.0";"731.0";"";"";"84";"Ветер, дующий с юга";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 05:00";"11.0";"730.0";"";"";"96";"Ветер, дующий с северо-запада";"1";"";"";"";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.06.2019 02:00";"12.0";"729.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 23:00";"15.0";"729.0";"";"";"93";"Ветер, дующий с юга";"2";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 20:00";"21.0";"728.0";"";"";"55";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 17:00";"27.0";"728.0";"";"";"34";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 14:00";"26.0";"728.0";"";"";"38";"Ветер, дующий с юго-востока";"2";"";"";"";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 11:00";"25.0";"729.0";"";"";"44";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 08:00";"16.0";"729.0";"";"";"73";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 05:00";"10.0";"730.0";"";"";"92";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.06.2019 02:00";"11.0";"729.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 23:00";"15.0";"728.0";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 20:00";"21.0";"727.0";"";"";"75";"Ветер, дующий с юго-востока";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 17:00";"21.0";"727.0";"";"";"67";"Ветер, дующий с юго-востока";"2";"";"";"";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 14:00";"28.0";"726.0";"";"";"29";"Ветер, дующий с юго-востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 11:00";"26.0";"";"";"";"32";"Ветер, дующий с северо-востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 08:00";"19.0";"727.0";"";"";"58";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 05:00";"11.0";"727.0";"";"";"85";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.06.2019 02:00";"10.0";"726.0";"";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 23:00";"15.0";"726.0";"";"";"75";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 20:00";"25.0";"725.0";"";"";"32";"Ветер, дующий с юго-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 17:00";"27.0";"725.0";"";"";"29";"Ветер, дующий с юго-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 14:00";"25.0";"725.0";"";"";"33";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 11:00";"23.0";"726.0";"";"";"35";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 08:00";"14.0";"728.0";"";"";"72";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 05:00";"6.0";"728.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.06.2019 02:00";"8.0";"728.0";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 23:00";"10.0";"728.0";"";"";"92";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 20:00";"19.0";"727.0";"";"";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 17:00";"22.0";"727.0";"";"";"43";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 14:00";"21.0";"727.0";"";"";"56";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 11:00";"17.0";"728.0";"";"";"73";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 08:00";"13.0";"728.0";"";"";"88";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 05:00";"11.0";"727.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.06.2019 02:00";"12.0";"727.0";"";"";"88";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 23:00";"14.0";"728.0";"";"";"74";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 20:00";"15.0";"727.0";"";"";"75";"Ветер, дующий с юго-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 17:00";"22.0";"727.0";"";"";"26";"Ветер, дующий с северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 14:00";"23.0";"728.0";"";"";"24";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 11:00";"21.0";"729.0";"";"";"29";"Ветер, дующий с севера";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 08:00";"14.0";"730.0";"";"";"53";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 05:00";"6.0";"730.0";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.06.2019 02:00";"9.0";"730.0";"";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 23:00";"13.0";"730.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 20:00";"19.0";"729.0";"";"";"58";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 17:00";"23.0";"729.0";"";"";"35";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 14:00";"24.0";"729.0";"";"";"30";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 11:00";"21.0";"730.0";"";"";"47";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 08:00";"13.0";"731.0";"";"";"87";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 05:00";"7.0";"730.0";"";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.06.2019 02:00";"9.0";"730.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 23:00";"12.0";"730.0";"";"";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 20:00";"17.0";"730.0";"";"";"89";"Ветер, дующий с юго-востока";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 17:00";"22.0";"729.0";"";"";"64";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 14:00";"18.0";"730.0";"";"";"78";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 11:00";"17.0";"731.0";"";"";"91";"Ветер, дующий с востока";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 08:00";"15.0";"731.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 05:00";"15.0";"731.0";"";"";"96";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.06.2019 02:00";"16.0";"731.0";"";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 23:00";"18.0";"731.0";"";"";"78";"Ветер, дующий с юго-запада";"2";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 20:00";"22.0";"729.0";"";"";"55";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 17:00";"26.0";"729.0";"";"";"38";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 14:00";"26.0";"730.0";"";"";"37";"Ветер, дующий с севера";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 11:00";"24.0";"731.0";"";"";"54";"Ветер, дующий с юго-запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 08:00";"16.0";"732.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 05:00";"15.0";"732.0";"";"";"97";"Ветер, дующий с востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.06.2019 02:00";"15.0";"732.0";"";"";"94";"Ветер, дующий с северо-востока";"1";"";"";"";"Туман или обрывки ледяного тумана. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 23:00";"17.0";"732.0";"";"";"98";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 20:00";"19.0";"731.0";"";"";"84";"Ветер, дующий с северо-востока";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 17:00";"20.0";"730.0";"";"";"76";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 14:00";"18.0";"731.0";"";"";"88";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 11:00";"22.0";"730.0";"";"";"59";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 08:00";"15.0";"731.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 05:00";"11.0";"731.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.06.2019 02:00";"12.0";"731.0";"";"";"92";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 23:00";"16.0";"730.0";"";"";"81";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 20:00";"21.0";"729.0";"";"";"58";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 17:00";"24.0";"729.0";"";"";"52";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 14:00";"25.0";"729.0";"";"";"52";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 11:00";"22.0";"730.0";"";"";"63";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 08:00";"20.0";"730.0";"";"";"72";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 05:00";"16.0";"729.0";"";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.06.2019 02:00";"18.0";"728.0";"";"";"79";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 23:00";"22.0";"727.0";"";"";"62";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 20:00";"28.0";"726.0";"";"";"42";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 17:00";"33.0";"724.0";"";"";"21";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 14:00";"32.0";"725.0";"";"";"23";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 11:00";"30.0";"726.0";"";"";"28";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 08:00";"18.0";"727.0";"";"";"57";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 05:00";"10.0";"728.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.06.2019 02:00";"10.0";"727.0";"";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 23:00";"16.0";"727.0";"";"";"71";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 20:00";"29.0";"725.0";"";"";"25";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 17:00";"31.0";"725.0";"";"";"25";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 14:00";"31.0";"725.0";"";"";"29";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 11:00";"29.0";"726.0";"";"";"34";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 08:00";"21.0";"727.0";"";"";"58";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 05:00";"14.0";"728.0";"";"";"88";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.06.2019 02:00";"15.0";"727.0";"";"";"89";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 23:00";"18.0";"727.0";"";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 20:00";"22.0";"726.0";"";"";"59";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 17:00";"23.0";"726.0";"";"";"54";"Ветер, дующий с севера";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 14:00";"31.0";"724.0";"";"";"28";"Ветер, дующий с запада";"3";"";"";"";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 11:00";"29.0";"725.0";"";"";"30";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 08:00";"19.0";"726.0";"";"";"60";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 05:00";"11.0";"726.0";"";"";"87";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.06.2019 02:00";"12.0";"725.0";"";"";"89";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 23:00";"18.0";"724.0";"";"";"72";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 20:00";"28.0";"723.0";"";"";"38";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 17:00";"31.0";"723.0";"";"";"25";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 14:00";"30.0";"724.0";"";"";"30";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 11:00";"26.0";"725.0";"";"";"34";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 08:00";"16.0";"726.0";"";"";"62";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 05:00";"7.0";"727.0";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.06.2019 02:00";"8.0";"726.0";"";"";"91";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.06.2019 23:00";"13.0";"727.0";"";"";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
